feature,importance,project
age,0.03526091,ghostscript
directories_changed,0.040622517,ghostscript
entropy,0.032620948,ghostscript
exp,0.032735426,ghostscript
files_changed,0.039637484,ghostscript
is_bug_fix,0.03036952,ghostscript
lines_added,0.03719962,ghostscript
lines_deleted,0.029996663,ghostscript
ndev,0.037922584,ghostscript
nuc,0.03118175,ghostscript
patch_coverage_recalculated,0.09998073,ghostscript
project_total_branch_percent,0.038681768,ghostscript
project_total_branch_percent_delta,0.039276406,ghostscript
project_total_function_percent,0.037116785,ghostscript
project_total_function_percent_delta,0.03691192,ghostscript
project_total_instantiation_percent,0.043839652,ghostscript
project_total_instantiation_percent_delta,0.04310326,ghostscript
project_total_line_percent,0.036409635,ghostscript
project_total_line_percent_delta,0.041675262,ghostscript
project_total_region_percent,0.042824242,ghostscript
project_total_region_percent_delta,0.0429631,ghostscript
rexp,0.042461824,ghostscript
sexp,0.031209372,ghostscript
subsystems_changed,0.04126043,ghostscript
total_prev_loc,0.034738194,ghostscript
