feature,importance,project
VCC_f10_nb_added_line,0.013315169,libxml2
VCC_f11_nb_removed_line,0.01262719,libxml2
VCC_f12_diff_line,0.012548732,libxml2
VCC_f13_sum_line,0.012493087,libxml2
VCC_f14_nb_added_paren,0.015384864,libxml2
VCC_f15_nb_removed_paren,0.01097688,libxml2
VCC_f16_diff_paren,0.016837591,libxml2
VCC_f17_sum_paren,0.012466539,libxml2
VCC_f18_nb_added_bool,0.01611066,libxml2
VCC_f19_nb_removed_bool,0.013800779,libxml2
VCC_f1_sum_file_change,0.010908455,libxml2
VCC_f20_diff_bool,0.0123803485,libxml2
VCC_f21_sum_bool,0.01509668,libxml2
VCC_f22_nb_added_assignement,0.015569398,libxml2
VCC_f23_nb_removed_assignement,0.011412444,libxml2
VCC_f24_diff_assignement,0.014760354,libxml2
VCC_f25_sum_assignement,0.01498418,libxml2
VCC_f26_nb_added_function,0.01238516,libxml2
VCC_f27_nb_removed_function,0.011998552,libxml2
VCC_f28_diff_function,0.010404148,libxml2
VCC_f29_sum_function,0.012234166,libxml2
VCC_f2_nb_added_loop,0.017211339,libxml2
VCC_f3_nb_removed_loop,0.01333883,libxml2
VCC_f4_diff_loop,0.015279891,libxml2
VCC_f5_sum_loop,0.016822292,libxml2
VCC_f6_nb_added_if,0.016888743,libxml2
VCC_f7_nb_removed_if,0.010998944,libxml2
VCC_f8_diff_if,0.016521912,libxml2
VCC_f9_sum_if,0.014213934,libxml2
VCC_s10_nb_removed_INTMAX,0.0,libxml2
VCC_s11_nb_added_goto,0.013402295,libxml2
VCC_s12_nb_removed_goto,0.012633522,libxml2
VCC_s13_nb_added_define,0.011477423,libxml2
VCC_s14_nb_removed_define,0.010424408,libxml2
VCC_s15_nb_added_struct,0.011161691,libxml2
VCC_s16_nb_removed_struct,0.008489043,libxml2
VCC_s17_diff_struct,0.011497791,libxml2
VCC_s18_sum_struct,0.012072342,libxml2
VCC_s19_nb_added_offset,0.012340238,libxml2
VCC_s1_nb_added_sizeof,0.02212847,libxml2
VCC_s20_nb_removed_offset,0.010155412,libxml2
VCC_s21_nb_added_void,0.011811043,libxml2
VCC_s22_nb_removed_void,0.012304318,libxml2
VCC_s23_diff_void,0.011313049,libxml2
VCC_s24_sum_void,0.01299667,libxml2
VCC_s2_nb_removed_sizeof,0.011738477,libxml2
VCC_s3_diff_sizeof,0.013812725,libxml2
VCC_s4_sum_sizeof,0.016583368,libxml2
VCC_s5_nb_added_continue,0.014524973,libxml2
VCC_s6_nb_removed_continue,0.014443629,libxml2
VCC_s7_nb_added_break,0.017223261,libxml2
VCC_s8_nb_removed_break,0.012979092,libxml2
VCC_s9_nb_added_INTMAX,0.00053897774,libxml2
VCC_w1,0.011785502,libxml2
VCC_w10,0.011824543,libxml2
VCC_w2,0.01116979,libxml2
VCC_w3,0.011960606,libxml2
VCC_w4,0.013430906,libxml2
VCC_w5,0.012401585,libxml2
VCC_w6,0.013289354,libxml2
VCC_w7,0.014207016,libxml2
VCC_w8,0.012593303,libxml2
VCC_w9,0.011381224,libxml2
patch_coverage_recalculated,0.039669905,libxml2
project_total_branch_percent,0.012365767,libxml2
project_total_branch_percent_delta,0.014569013,libxml2
project_total_function_percent,0.014358153,libxml2
project_total_function_percent_delta,0.013483429,libxml2
project_total_instantiation_percent,0.014099105,libxml2
project_total_instantiation_percent_delta,0.01652556,libxml2
project_total_line_percent,0.015099651,libxml2
project_total_line_percent_delta,0.01701515,libxml2
project_total_region_percent,0.014493429,libxml2
project_total_region_percent_delta,0.018253531,libxml2
