feature,importance,project
age,0.03866224008865476,libjxl
directories_changed,0.025816235850205784,libjxl
entropy,0.030172045830088878,libjxl
exp,0.040206304419668625,libjxl
files_changed,0.028620910607466597,libjxl
is_bug_fix,0.023763695925931146,libjxl
lines_added,0.03802232079648171,libjxl
lines_deleted,0.030802243033038867,libjxl
ndev,0.039634276886509355,libjxl
nuc,0.027084972415358687,libjxl
patch_coverage_recalculated,0.10625068489002523,libjxl
project_total_branch_percent,0.02739924871559734,libjxl
project_total_branch_percent_delta,0.034235917595109286,libjxl
project_total_function_percent,0.0461172367959207,libjxl
project_total_function_percent_delta,0.03356157999863268,libjxl
project_total_instantiation_percent,0.05421869747152938,libjxl
project_total_instantiation_percent_delta,0.037887787254469764,libjxl
project_total_line_percent,0.04309466898602439,libjxl
project_total_line_percent_delta,0.04415944877288789,libjxl
project_total_region_percent,0.04552849409355882,libjxl
project_total_region_percent_delta,0.046582954478385966,libjxl
rexp,0.04814082723400193,libjxl
sexp,0.039258189601583525,libjxl
subsystems_changed,0.027415959178562654,libjxl
total_prev_loc,0.04336305908030604,libjxl
