feature,importance,project
age,0.033265967,arrow
directories_changed,0.042422872,arrow
entropy,0.032964483,arrow
exp,0.033146888,arrow
files_changed,0.039087605,arrow
is_bug_fix,0.029055415,arrow
lines_added,0.03832846,arrow
lines_deleted,0.030295657,arrow
ndev,0.03964012,arrow
nuc,0.031012889,arrow
patch_coverage_recalculated,0.09579061,arrow
project_total_branch_percent,0.03421599,arrow
project_total_branch_percent_delta,0.035694193,arrow
project_total_function_percent,0.04057256,arrow
project_total_function_percent_delta,0.037030242,arrow
project_total_instantiation_percent,0.0408244,arrow
project_total_instantiation_percent_delta,0.04361963,arrow
project_total_line_percent,0.040815305,arrow
project_total_line_percent_delta,0.04441468,arrow
project_total_region_percent,0.043778166,arrow
project_total_region_percent_delta,0.045853857,arrow
rexp,0.037253857,arrow
sexp,0.031616334,arrow
subsystems_changed,0.043254033,arrow
total_prev_loc,0.036045797,arrow
