feature,importance,project
VCC_f10_nb_added_line,0.014442301,serenity
VCC_f11_nb_removed_line,0.016793132,serenity
VCC_f12_diff_line,0.013887088,serenity
VCC_f13_sum_line,0.015488276,serenity
VCC_f14_nb_added_paren,0.018701691,serenity
VCC_f15_nb_removed_paren,0.014435232,serenity
VCC_f16_diff_paren,0.016423902,serenity
VCC_f17_sum_paren,0.018347673,serenity
VCC_f18_nb_added_bool,0.019144064,serenity
VCC_f19_nb_removed_bool,0.017229158,serenity
VCC_f1_sum_file_change,0.012726408,serenity
VCC_f20_diff_bool,0.013694103,serenity
VCC_f21_sum_bool,0.01803018,serenity
VCC_f22_nb_added_assignement,0.02206431,serenity
VCC_f23_nb_removed_assignement,0.014818334,serenity
VCC_f24_diff_assignement,0.014738278,serenity
VCC_f25_sum_assignement,0.023644729,serenity
VCC_f26_nb_added_function,0.01470883,serenity
VCC_f27_nb_removed_function,0.014171283,serenity
VCC_f28_diff_function,0.01358398,serenity
VCC_f29_sum_function,0.01495508,serenity
VCC_f2_nb_added_loop,0.023225568,serenity
VCC_f3_nb_removed_loop,0.014267507,serenity
VCC_f4_diff_loop,0.01694252,serenity
VCC_f5_sum_loop,0.015297971,serenity
VCC_f6_nb_added_if,0.024663305,serenity
VCC_f7_nb_removed_if,0.015530681,serenity
VCC_f8_diff_if,0.016135579,serenity
VCC_f9_sum_if,0.018742245,serenity
VCC_s10_nb_removed_INTMAX,0.00064074027,serenity
VCC_s11_nb_added_goto,0.023990406,serenity
VCC_s12_nb_removed_goto,0.013082007,serenity
VCC_s13_nb_added_define,0.014491559,serenity
VCC_s14_nb_removed_define,0.0136849,serenity
VCC_s15_nb_added_struct,0.0133235045,serenity
VCC_s16_nb_removed_struct,0.01221107,serenity
VCC_s17_diff_struct,0.01437438,serenity
VCC_s18_sum_struct,0.016120872,serenity
VCC_s19_nb_added_offset,0.013567519,serenity
VCC_s1_nb_added_sizeof,0.023723334,serenity
VCC_s20_nb_removed_offset,0.013511643,serenity
VCC_s21_nb_added_void,0.014544382,serenity
VCC_s22_nb_removed_void,0.01467726,serenity
VCC_s23_diff_void,0.013918338,serenity
VCC_s24_sum_void,0.0154366195,serenity
VCC_s2_nb_removed_sizeof,0.014865762,serenity
VCC_s3_diff_sizeof,0.016822943,serenity
VCC_s4_sum_sizeof,0.0238494,serenity
VCC_s5_nb_added_continue,0.014563721,serenity
VCC_s6_nb_removed_continue,0.013187782,serenity
VCC_s7_nb_added_break,0.022263901,serenity
VCC_s8_nb_removed_break,0.015506764,serenity
VCC_s9_nb_added_INTMAX,0.006332598,serenity
VCC_w1,0.014927766,serenity
VCC_w10,0.013197603,serenity
VCC_w2,0.0151528455,serenity
VCC_w3,0.0152800325,serenity
VCC_w4,0.01841401,serenity
VCC_w5,0.013995584,serenity
VCC_w6,0.01744858,serenity
VCC_w7,0.015667912,serenity
VCC_w8,0.016749585,serenity
VCC_w9,0.013641262,serenity
