feature,importance,project
age,0.032207716,poppler
directories_changed,0.042798653,poppler
entropy,0.033019304,poppler
exp,0.032977685,poppler
files_changed,0.04117438,poppler
is_bug_fix,0.029163508,poppler
lines_added,0.03866862,poppler
lines_deleted,0.030519553,poppler
ndev,0.03650915,poppler
nuc,0.031507578,poppler
patch_coverage_recalculated,0.103325225,poppler
project_total_branch_percent,0.03331787,poppler
project_total_branch_percent_delta,0.036270633,poppler
project_total_function_percent,0.039494846,poppler
project_total_function_percent_delta,0.034061585,poppler
project_total_instantiation_percent,0.04149194,poppler
project_total_instantiation_percent_delta,0.04513416,poppler
project_total_line_percent,0.03682589,poppler
project_total_line_percent_delta,0.044803906,poppler
project_total_region_percent,0.041299757,poppler
project_total_region_percent_delta,0.046600576,poppler
rexp,0.039046817,poppler
sexp,0.031104011,poppler
subsystems_changed,0.0428225,poppler
total_prev_loc,0.035854146,poppler
