feature,importance,project
age,0.02981016,wireshark
directories_changed,0.04106651,wireshark
entropy,0.02993656,wireshark
exp,0.035164997,wireshark
files_changed,0.039829895,wireshark
is_bug_fix,0.028575582,wireshark
lines_added,0.036957595,wireshark
lines_deleted,0.029138088,wireshark
ndev,0.03439814,wireshark
nuc,0.031251866,wireshark
patch_coverage_recalculated,0.11646832,wireshark
project_total_branch_percent,0.03432902,wireshark
project_total_branch_percent_delta,0.033689573,wireshark
project_total_function_percent,0.03338535,wireshark
project_total_function_percent_delta,0.041598264,wireshark
project_total_instantiation_percent,0.04108532,wireshark
project_total_instantiation_percent_delta,0.04756397,wireshark
project_total_line_percent,0.033335365,wireshark
project_total_line_percent_delta,0.044534378,wireshark
project_total_region_percent,0.040657513,wireshark
project_total_region_percent_delta,0.044471774,wireshark
rexp,0.03858332,wireshark
sexp,0.032324426,wireshark
subsystems_changed,0.04427641,wireshark
total_prev_loc,0.037567616,wireshark
