feature,importance,project
age,0.039600980650642256,icu
directories_changed,0.026036993903910215,icu
entropy,0.02948073566506771,icu
exp,0.040679292441197605,icu
files_changed,0.028787105905797482,icu
is_bug_fix,0.02368419678530472,icu
lines_added,0.03821340936401157,icu
lines_deleted,0.030706995085079233,icu
ndev,0.03830714277944982,icu
nuc,0.027890347733693636,icu
patch_coverage_recalculated,0.11428839864062712,icu
project_total_branch_percent,0.0288150255071186,icu
project_total_branch_percent_delta,0.03392463815215221,icu
project_total_function_percent,0.045762627483208425,icu
project_total_function_percent_delta,0.03319773912102901,icu
project_total_instantiation_percent,0.052725592614073905,icu
project_total_instantiation_percent_delta,0.035702747083699325,icu
project_total_line_percent,0.043244679980448224,icu
project_total_line_percent_delta,0.04301788603909128,icu
project_total_region_percent,0.047914834611489696,icu
project_total_region_percent_delta,0.04543075918106681,icu
rexp,0.0457049516004767,icu
sexp,0.036942137983675974,icu
subsystems_changed,0.02774304254113169,icu
total_prev_loc,0.042197739146556786,icu
