feature,importance,project
age,0.039104020135138605,openthread
directories_changed,0.026205436245660043,openthread
entropy,0.028379011625365366,openthread
exp,0.04045061005997492,openthread
files_changed,0.028943190741038103,openthread
is_bug_fix,0.024141042360594635,openthread
lines_added,0.036757926914049034,openthread
lines_deleted,0.029780017348433895,openthread
ndev,0.04047612614492936,openthread
nuc,0.027041873423929767,openthread
patch_coverage_recalculated,0.10841760487156894,openthread
project_total_branch_percent,0.027511621213585056,openthread
project_total_branch_percent_delta,0.035317193694816326,openthread
project_total_function_percent,0.05078502783589824,openthread
project_total_function_percent_delta,0.032119091489510795,openthread
project_total_instantiation_percent,0.0580565400208995,openthread
project_total_instantiation_percent_delta,0.03514480706175714,openthread
project_total_line_percent,0.043449474723658434,openthread
project_total_line_percent_delta,0.04333354866796759,openthread
project_total_region_percent,0.045777130453260755,openthread
project_total_region_percent_delta,0.045124253123674435,openthread
rexp,0.04401703575339673,openthread
sexp,0.03751413309077385,openthread
subsystems_changed,0.0274873776749164,openthread
total_prev_loc,0.044665905325202065,openthread
