feature,importance,project
age,0.031226702,harfbuzz
directories_changed,0.03830356,harfbuzz
entropy,0.032797944,harfbuzz
exp,0.034560814,harfbuzz
files_changed,0.036443666,harfbuzz
is_bug_fix,0.030126285,harfbuzz
lines_added,0.03666681,harfbuzz
lines_deleted,0.030895302,harfbuzz
ndev,0.036520347,harfbuzz
nuc,0.030670749,harfbuzz
patch_coverage_recalculated,0.10279165,harfbuzz
project_total_branch_percent,0.032603268,harfbuzz
project_total_branch_percent_delta,0.03561866,harfbuzz
project_total_function_percent,0.040884145,harfbuzz
project_total_function_percent_delta,0.038810242,harfbuzz
project_total_instantiation_percent,0.04333037,harfbuzz
project_total_instantiation_percent_delta,0.04609146,harfbuzz
project_total_line_percent,0.040269773,harfbuzz
project_total_line_percent_delta,0.042515874,harfbuzz
project_total_region_percent,0.038349103,harfbuzz
project_total_region_percent_delta,0.052654285,harfbuzz
rexp,0.03915099,harfbuzz
sexp,0.034610696,harfbuzz
subsystems_changed,0.039078616,harfbuzz
total_prev_loc,0.035028677,harfbuzz
