feature,importance,project
age,0.033568937,ndpi
directories_changed,0.040136278,ndpi
entropy,0.032458276,ndpi
exp,0.033856574,ndpi
files_changed,0.0408255,ndpi
is_bug_fix,0.029953957,ndpi
lines_added,0.036339622,ndpi
lines_deleted,0.03138036,ndpi
ndev,0.039481554,ndpi
nuc,0.030798322,ndpi
patch_coverage_recalculated,0.09759532,ndpi
project_total_branch_percent,0.033898246,ndpi
project_total_branch_percent_delta,0.03792954,ndpi
project_total_function_percent,0.039891522,ndpi
project_total_function_percent_delta,0.03788169,ndpi
project_total_instantiation_percent,0.037372436,ndpi
project_total_instantiation_percent_delta,0.043001987,ndpi
project_total_line_percent,0.03698465,ndpi
project_total_line_percent_delta,0.04222957,ndpi
project_total_region_percent,0.03968285,ndpi
project_total_region_percent_delta,0.04792775,ndpi
rexp,0.04387607,ndpi
sexp,0.032448202,ndpi
subsystems_changed,0.043699224,ndpi
total_prev_loc,0.036781564,ndpi
