feature,importance,project
patch_coverage_recalculated,0.1788647112959601,harfbuzz
project_total_branch_percent,0.059872377949784415,harfbuzz
project_total_branch_percent_delta,0.06624848971422433,harfbuzz
project_total_function_percent,0.09248778647729064,harfbuzz
project_total_function_percent_delta,0.0707639494294912,harfbuzz
project_total_instantiation_percent,0.09955000157043226,harfbuzz
project_total_instantiation_percent_delta,0.07305768318061522,harfbuzz
project_total_line_percent,0.09031435904375389,harfbuzz
project_total_line_percent_delta,0.08545665836923494,harfbuzz
project_total_region_percent,0.09114820292883458,harfbuzz
project_total_region_percent_delta,0.0922357800403784,harfbuzz
