feature,importance,project
age,0.031687137,c-blosc2
directories_changed,0.039621305,c-blosc2
entropy,0.033516333,c-blosc2
exp,0.033382177,c-blosc2
files_changed,0.03925611,c-blosc2
is_bug_fix,0.030546384,c-blosc2
lines_added,0.036608472,c-blosc2
lines_deleted,0.029723799,c-blosc2
ndev,0.03561856,c-blosc2
nuc,0.03087424,c-blosc2
patch_coverage_recalculated,0.10473754,c-blosc2
project_total_branch_percent,0.03354261,c-blosc2
project_total_branch_percent_delta,0.03833274,c-blosc2
project_total_function_percent,0.038962536,c-blosc2
project_total_function_percent_delta,0.03970121,c-blosc2
project_total_instantiation_percent,0.04328942,c-blosc2
project_total_instantiation_percent_delta,0.046206728,c-blosc2
project_total_line_percent,0.036988854,c-blosc2
project_total_line_percent_delta,0.045410894,c-blosc2
project_total_region_percent,0.03961916,c-blosc2
project_total_region_percent_delta,0.04256137,c-blosc2
rexp,0.040539224,c-blosc2
sexp,0.031978834,c-blosc2
subsystems_changed,0.041346367,c-blosc2
total_prev_loc,0.035948,c-blosc2
