feature,importance,project
patch_coverage_recalculated,0.17513518,c-blosc2
project_total_branch_percent,0.07428972,c-blosc2
project_total_branch_percent_delta,0.07711468,c-blosc2
project_total_function_percent,0.079964064,c-blosc2
project_total_function_percent_delta,0.08024315,c-blosc2
project_total_instantiation_percent,0.085931286,c-blosc2
project_total_instantiation_percent_delta,0.08684461,c-blosc2
project_total_line_percent,0.07731298,c-blosc2
project_total_line_percent_delta,0.09119109,c-blosc2
project_total_region_percent,0.08427413,c-blosc2
project_total_region_percent_delta,0.0876991,c-blosc2
